State,District,Latitude,Longitude,District code,Households_with_Internet,Rural_Households,Urban_Households,Population,Sex Ratio,Literacy Rate
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,7501,300765,188684,1986864,96.0,62.46
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,839,138100,29966,644758,95.0,55.32
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1926,292579,83830,1458875,90.0,59.15
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,6163,308158,196077,1813906,95.0,77.8
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,9438,508921,272894,2888445,95.0,77.96
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,2362,428291,49006,2540073,93.0,57.71
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,23258,551789,427343,3701282,92.0,67.65
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,2932,283843,72575,1200334,98.0,74.97
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,5614,563114,135457,2585049,92.0,66.48
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,4767,575405,152787,2586258,93.0,72.69
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,8239,451324,233331,2204307,96.0,71.62
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,6065,382777,146013,2050862,95.0,63.09
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,2866,319702,66813,1322507,100.0,75.93
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1221,242456,41913,1177345,94.0,67.16
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,14297,796223,373565,4229917,92.0,68.37
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,3791,404746,98084,1959046,94.0,61.03
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,22269,796496,382818,3876001,96.0,72.91
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,6217,428616,157016,2454196,93.0,67.26
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,57964,430844,877522,4653570,95.0,78.95
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,7548,591119,230563,3361292,94.0,65.14
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,2579,333440,71572,1648295,98.0,55.0
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,45039,904661,764271,6107187,93.0,71.15
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,3209,367158,77832,1657576,92.0,68.64
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,3982,293480,133759,1836086,95.0,63.06
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,235018,1165718,2056739,9429408,91.0,76.06
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,3342,354278,66638,1493984,99.0,63.7
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,38570,581868,377160,2634200,96.0,73.65
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,7752,538538,100824,1615069,112.0,74.26
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,13212,626872,226801,2822143,97.0,72.62
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,14093,774522,200949,3003741,99.0,74.1
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,3517,295847,44989,849651,104.0,78.39
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,15145,779929,376302,4317756,94.0,67.41
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,256170,713994,2904157,11060148,89.0,74.39
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,4313,268486,120218,1300774,95.0,78.37
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1875,274925,55921,1197160,93.0,72.67
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,6094,629243,168889,2772348,95.0,72.96
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,676,34977,21172,237399,100.0,65.85
Manipur,Chandel,24.2635812987013,94.09443844155844,280,184,30377,3783,144182,93.0,62.63
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,837,52972,4853,274143,97.0,71.47
Manipur,Senapati,25.08465586034914,94.03366234413956,272,256,38008,1826,479148,94.0,55.2
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,125,23982,4119,140651,94.0,60.44
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,880,65961,38302,422168,100.0,63.79
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,276,36084,5806,183998,94.0,70.56
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,288,62698,11518,317917,97.0,60.44
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,5032,106248,108843,825922,101.0,69.99
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,510,76546,7171,395124,101.0,47.46
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,179,35930,3713,142334,95.0,57.65
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,1630,139351,18594,643291,98.0,55.76
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,149,74832,12299,383461,98.0,60.16
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,4019,20570,80341,400309,101.0,85.08
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,186,18395,12717,125745,98.0,80.16
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,367,9669,12507,83955,96.0,78.49
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,162,21993,5273,117894,95.0,53.32
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,482,21479,17315,161428,95.0,75.03
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,90,16726,4129,86364,93.0,69.69
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,168,7043,5784,56574,98.0,74.65
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,131,7472,8018,64937,98.0,83.89
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,3303,49116,62853,378811,92.0,73.4
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,1928,31845,44255,267988,93.0,73.69
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,537,37536,17742,194622,93.0,81.95
Nagaland,Mon,26.69207374301676,95.03072988826828,261,178,43607,7415,250260,90.0,47.8
Nagaland,Phek,25.63272986577182,94.56814563758392,266,170,38903,7295,163418,95.0,64.8
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,155,40690,9451,196596,93.0,59.77
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,198,38499,8170,166343,97.0,77.07
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,261,31267,6044,140757,98.0,73.09
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,7370,601154,82440,2320529,96.0,69.86
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,2637,373862,54244,1506337,98.0,72.64
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,15046,579529,210768,2624470,94.0,76.64
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,1810,315390,36979,1192811,95.0,69.58
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,635,152095,23050,577817,104.0,45.44
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,9049,795476,219918,3529031,98.0,62.62
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,2498,103224,73962,579505,95.0,70.04
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1953,456336,38412,1576869,100.0,50.86
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,768,218446,24489,733110,104.0,54.53
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1628,414749,23494,1440361,101.0,75.62
Orissa,Khordha,20.054162322274863,85.52234834123229,386,35701,331834,356895,2251673,93.0,77.72
Orissa,Koraput,18.82627794779476,82.81278469846964,398,3988,381789,78339,1379647,103.0,41.18
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,448,167884,15839,613192,102.0,39.91
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,2950,689110,64479,2519738,101.0,54.35
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,1163,261646,26688,962789,92.0,71.5
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,757,197258,11869,610382,102.0,49.05
Orissa,Puri,19.83509174603177,85.86698989898981,387,3416,402014,72210,1698730,96.0,76.05
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,1553,237343,49205,967911,105.0,42.13
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,5231,220697,94798,1041099,98.0,67.59
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,12787,387911,230151,2093437,97.0,64.12
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,1868,35618,33715,200222,105.0,77.37
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,574,0,12110,41816,118.0,87.22
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,207,0,15519,55626,104.0,70.6
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,29961,275477,385476,2490656,89.0,67.64
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,11284,218159,137563,1388525,87.0,60.85
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,4348,99946,58917,617508,89.0,61.75
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,5138,117559,57337,600163,87.0,70.99
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,10042,348522,153868,2029074,89.0,60.5
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,14428,420860,185488,2298323,90.0,71.13
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,13747,422673,128592,1586625,96.0,75.61
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,39082,330339,377791,2193590,92.0,73.97
Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,9732,165433,95770,815168,91.0,70.73
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,58589,395032,641789,3498739,87.0,73.18
Punjab,Mansa,29.919547714285724,75.4304922857143,47,2673,145603,50786,769751,88.0,55.03
Punjab,Moga,30.756540067340065,75.1600845117845,42,7897,214295,74144,995746,89.0,63.06
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,4571,149507,74650,901896,90.0,58.19
Punjab,Patiala,30.214540380693364,76.27505893949697,48,24274,299279,218090,1895686,89.0,66.82
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,6600,148162,60537,684627,92.0,73.43
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,10736,292156,156788,1655169,89.0,60.54
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,13499,409335,274919,2583052,95.0,59.1
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,9750,782294,212967,3674179,89.0,59.4
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,2324,390437,39407,1797485,98.0,46.14
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,1363,249184,69804,1222755,93.0,56.7
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2766,542825,55980,2603751,90.0,45.64
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,4179,479437,129697,2548462,88.0,58.11
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,6207,530015,145865,2408523,97.0,52.15
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,7607,335754,196179,2363937,91.0,54.1
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1392,239836,63452,1110906,92.0,52.66
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,4941,366780,88873,1544338,97.0,53.22
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2577,344897,148996,2039547,94.0,56.35
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,1719,361084,59610,1634409,91.0,57.39
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,1330,214670,58626,1206516,85.0,56.62
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,1477,322816,31547,1388552,99.0,49.09
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,6295,397697,164897,1969168,89.0,60.6
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,3360,389059,108694,1774692,91.0,58.27
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,76565,754841,977838,6626178,91.0,64.91
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,754,159117,30830,669919,85.0,46.07
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1585,419216,48202,1828730,95.0,45.36
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,1750,298624,63763,1411129,95.0,52.43
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,4828,500452,150357,2137045,95.0,64.12
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,19335,584215,307442,3687165,92.0,55.1
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1059,305047,59308,1458248,86.0,55.26
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,12843,203454,311735,1951014,91.0,66.55
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,4449,675712,166489,3307743,95.0,53.17
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,4043,512909,139808,2037573,99.0,53.28
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,1989,304622,61054,1156597,99.0,53.53
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1887,282057,71264,1335551,90.0,55.54
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,5647,527560,178274,2677333,95.0,61.71
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,2146,238535,69639,1036346,94.0,46.01
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,1908,298911,81755,1421326,95.0,52.74
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,14211,665449,182769,3068420,96.0,51.58
Sikkim,East,27.29600352941175,88.74908392156858,93,80037,1086,461132,1709346,88.0,79.15
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,1749,223955,30322,754894,101.0,63.67
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,217368,0,1314125,4646732,99.0,81.27
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,63273,284795,884957,3458045,100.0,76.23
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,15396,497429,260780,2605914,99.0,69.66
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,3651,396819,91107,1506843,95.0,60.9
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,9155,443818,269724,2159775,100.0,68.61
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,18604,411286,432398,2251744,99.0,66.29
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,100322,438799,774705,3998252,99.0,75.37
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,15673,104253,493788,1870374,102.0,82.8
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,4915,212241,152420,1064493,102.0,68.3
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,34097,417718,592723,3038252,99.0,74.83
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,5585,399016,118724,1616450,103.0,75.04
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,8960,370357,257127,1726601,99.0,68.12
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,1507,155413,33179,565223,100.0,66.49
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,4494,399712,104229,1618345,101.0,68.62
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,5172,290478,126761,1353445,98.0,72.33
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,20660,572813,597539,3482056,95.0,65.64
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,5773,309224,143193,1339101,100.0,71.67
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,13495,479070,274302,2405890,103.0,74.44
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,4667,189328,221295,1245899,99.0,69.84
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,75634,387237,732196,3728104,99.0,74.88
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,4416,321331,86848,1264277,102.0,74.86
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,6445,563102,147061,2464875,99.0,66.0
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,20623,653499,486801,3936331,101.0,70.47
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,10219,363782,370942,1942288,101.0,72.02
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,273,89457,14071,378230,94.0,73.03
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,997,150437,42184,693947,97.0,74.99
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,948,219171,44906,876001,96.0,73.84
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,6394,289621,217016,1725739,96.0,78.89
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,27183,496971,406852,4418797,87.0,60.66
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,13634,582117,275942,3673889,88.0,56.96
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,24122,983266,265304,5954391,90.0,61.56
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2509,501559,65031,2397888,98.0,62.01
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,2404,255836,58438,1379545,86.0,67.47
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,6652,891024,80434,4613913,102.0,60.08
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,2989,246055,69991,1303048,86.0,61.24
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,2681,698520,61742,3487731,89.0,40.09
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,4672,564927,64454,3239774,94.0,60.61
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,1551,410070,35768,2148665,93.0,40.41
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1655,378056,67569,1799410,86.0,55.74
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3159,635840,79068,3260699,91.0,51.9
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,15164,631613,362798,4448359,89.0,49.27
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,3423,513960,31065,2464464,96.0,56.56
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,7303,683875,224648,3682713,92.0,57.98
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,7865,658449,221628,3499171,90.0,58.06
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,3492,344937,50822,1952756,92.0,60.15
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,827,207237,23558,991730,88.0,53.55
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,4469,597778,67928,3100946,102.0,60.47
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,2635,334246,67752,1774480,87.0,59.47
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,2964,265643,85483,1581810,87.0,67.14
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,4746,510378,79288,2470996,96.0,58.72
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,2624,316647,94843,1885204,87.0,57.96
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,3385,558807,77733,2632733,90.0,57.44
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,5834,349747,185621,2498156,88.0,60.92
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,53181,170835,338935,1648115,85.0,68.14
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,78116,355407,836316,4681645,88.0,66.71
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,5309,700173,61467,3620268,95.0,60.7
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,4313,673578,52794,3433919,92.0,48.92
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,14597,761958,189170,4440895,95.0,60.81
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,2521,196116,15232,454768,110.0,78.74
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,1196,256081,55300,1104285,86.0,59.16
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,3845,786613,121064,4092845,87.0,54.28
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,2217,304856,91565,1689974,87.0,63.62
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,8002,926088,80582,4494204,102.0,60.78
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,8517,309592,195321,1998603,89.0,65.27
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,2825,335888,115486,1840221,91.0,53.42
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,2488,299785,65985,1656616,88.0,61.4
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,2682,363933,41323,1796184,86.0,65.15
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1503,349856,30764,1599596,91.0,50.85
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3486,742324,42775,3564544,96.0,54.84
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1079,258013,43819,1221592,91.0,52.49
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,68506,344155,717566,4589838,92.0,68.13
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,1316,198298,48525,875958,88.0,55.72
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,2642,338475,72783,1868529,88.0,64.43
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,8726,407488,177802,2547184,86.0,59.19
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2656,352207,99321,2205968,98.0,61.79
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,23717,381520,422303,3443689,89.0,62.19
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,4447,465152,77963,2496970,90.0,57.22
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,11690,692398,355518,4772006,91.0,47.44
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,10077,673746,296104,4143512,89.0,58.34
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2870,371752,89638,2031007,89.0,52.24
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,716,209813,24269,867848,98.0,46.27
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,5149,711085,41701,3209141,100.0,60.19
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,5184,705025,73393,3405559,94.0,57.72
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,3847,396775,143217,2335819,91.0,44.68
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,9699,605082,284156,3466382,89.0,59.92
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,2031,324972,27179,1715183,97.0,55.68
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3889,520289,134714,3006538,87.0,49.59
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,3874,827583,111319,4483992,89.0,50.93
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,5149,337048,91040,1862559,92.0,52.92
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,5956,839737,49891,3797117,98.0,58.99
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3476,596317,121039,3108367,91.0,57.06
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,19214,438935,316129,3676841,91.0,65.38
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,1830,260056,21082,622506,114.0,70.12
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,435,96031,3880,259898,109.0,69.06
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,899,163434,22906,391605,102.0,71.64
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,548,85202,12839,259648,98.0,68.45
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,1344,183687,26256,483439,102.0,71.48
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,1366,227059,27177,618931,108.0,65.92
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,7883,269406,145253,1648902,92.0,62.94
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,602,112148,9061,330086,96.0,65.17
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,4273,900515,90885,3596674,96.0,62.08
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,32323,1364868,862368,7717563,95.0,67.99
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,5210,831044,134565,3502404,96.0,61.63
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,2518,390949,70077,1676276,96.0,64.65
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,10943,303284,215675,1846823,97.0,71.24
West Bengal,Haora,22.401674174428507,87.99421176968654,341,30751,483384,869313,4850029,94.0,74.33
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,31725,992085,647953,5519145,96.0,73.9
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,9322,798378,319426,3872846,95.0,64.52
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,136618,0,1308106,4496694,91.0,79.8
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,5357,830318,128678,3988845,94.0,52.31
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7951,1501066,350899,7103807,96.0,57.09
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,12787,1081381,468390,5167600,95.0,67.35
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,3551,653219,99433,2930115,96.0,55.46
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,2883,683981,94269,3007134,94.0,49.54
